geneSymbol	geneLength
EMG1	6243
EMID1	4854
EMILIN1	3905
EMILIN2	6469
EMILIN3	3791
EML1	8935
EML2	8224
EML2-AS1	1235
EML3	5490
EML4	8354
EML5	11000
EML6	14426
EMP1	7833
EMP2	8652
EMP3	1645
EMSY	11783
EMX1	5472
EMX2	3261
EMX2OS	8918
EN1	2886
EN2	3395
ENAH	15044
ENAM	5807
ENC1	8282
ENDOD1	4651
ENDOG	1145
ENDOU	2679
ENDOV	7253
ENG	3935
ENGASE	6173
ENHO	1028
ENKD1	2665
ENKUR	4076
ENO1	5216
ENO1-AS1	456
ENO2	4281
ENO3	4292
ENO4	3177
ENOPH1	2083
ENOSF1	11390
ENOX1	3101
ENOX1-AS1	3907
ENOX1-AS2	609
ENOX2	4279
ENPEP	7720
ENPP1	9959
ENPP2	6729
ENPP3	3885
ENPP4	4644
ENPP5	4275
ENPP6	4615
ENPP7	3522
ENSA	5493
ENTHD1	3068
ENTPD1	14344
ENTPD1-AS1	25009
ENTPD2	2640
ENTPD3	3586
ENTPD3-AS1	6253
ENTPD4	7054
ENTPD5	10379
ENTPD6	6673
ENTPD7	8655
ENTPD8	2836
ENTR1	3138
ENY2	6784
EOGT	5365
EOMES	3656
EP300	11692
EP300-AS1	457
EP400	18705
EPAS1	7291
EPB41	19993
EPB41L1	9676
EPB41L2	10320
EPB41L3	12203
EPB41L4A	8579
EPB41L4A-AS1	3903
EPB41L4A-DT	1396
EPB41L4B	7879
EPB41L5	9209
EPB42	3039
EPC1	11286
EPC2	5816
EPCAM	2519
EPCAM-DT	3594
EPDR1	2780
EPG5	13730
EPGN	3299
EPHA1	4697
EPHA1-AS1	5316
EPHA10	8152
EPHA2	4141
EPHA3	6577
EPHA4	7554
EPHA5	9833
EPHA5-AS1	1258
EPHA6	6291
EPHA7	7468
EPHA8	5434
EPHB1	6958
EPHB2	12516
EPHB3	4530
EPHB4	6437
EPHB6	5325
EPHX1	2508
EPHX2	4185
EPHX3	2050
EPHX4	2250
EPM2A	18617
EPM2AIP1	8089
EPN1	17616
EPN2	8517
EPN2-AS1	1190
EPN3	4503
EPO	1662
EPOP	3255
EPOR	3077
EPPIN	6238
EPPK1	16002
EPRS	5323
EPS15	7378
EPS15L1	8431
EPS8	8540
EPS8L1	5341
EPS8L2	5689
EPS8L3	3477
EPSTI1	4924
EPX	2719
EPYC	1802
EQTN	1412
ERAL1	2240
ERAP1	7945
ERAP2	7422
ERAS	1303
ERBB2	10321
ERBB3	9039
ERBB4	13015
ERBIN	10216
ERC1	13484
ERC2	8034
ERC2-IT1	2177
ERCC1	5576
ERCC2	6450
ERCC3	8422
ERCC4	8460
ERCC5	8075
ERCC6	17716
ERCC6L	4344
ERCC6L2	15525
ERCC8	5448
EREG	5713
ERF	3269
ERFE	3584
ERFL	2078
ERG	7582
ERG28	2320
ERGIC1	14161
ERGIC2	5826
ERGIC3	6012
ERH	1113
ERI1	6385
ERI2	6761
ERI3	2785
ERI3-IT1	619
ERICD	2003
ERICH1	9711
ERICH2	601
ERICH3	8827
ERICH3-AS1	5371
ERICH4	948
ERICH5	1550
ERICH6	2075
ERICH6-AS1	5691
ERICH6B	2943
ERLEC1	2592
ERLIN1	3491
ERLIN2	8736
ERLNC1	1536
ERMAP	5720
ERMARD	4267
ERMN	4393
ERMP1	6528
ERN1	10864
ERN2	4740
ERO1A	7549
ERO1B	5788
ERP27	1877
ERP29	3049
ERP44	4808
ERRFI1	4179
ERV3-1	5027
ERVE-1	2692
ERVFRD-1	3235
ERVH-1	639
ERVH48-1	2842
ERVK-28	595
ERVK13-1	11465
ERVK3-1	5023
ERVK9-11	3336
ERVMER34-1	4022
ERVMER61-1	12088
ERVV-1	2202
ERVV-2	3033
ERVW-1	6130
ESAM	2920
ESCO1	5285
ESCO2	7805
ESD	3330
ESF1	3216
ESM1	2692
ESPL1	8890
ESPN	6952
ESPNL	5179
ESR1	13854
ESR2	9337
ESRG	3140
ESRP1	4875
ESRP2	5189
ESRRA	3078
ESRRB	5930
ESRRG	10912
ESS2	6003
ESX1	1495
ESYT1	5493
ESYT2	7098
ESYT3	9816
ETAA1	7477
ETDA	651
ETDB	700
ETDC	180
ETF1	4537
ETFA	5033
ETFB	6526
ETFBKMT	6868
ETFDH	4493
ETFRF1	2466
ETHE1	1590
ETNK1	13301
ETNK2	4513
ETNPPL	2942
ETS1	7149
ETS1-AS1	1387
ETS2	4977
ETV1	9615
ETV2	2152
ETV3	6707
ETV3L	2100
ETV4	3515
ETV5	5773
ETV5-AS1	560
ETV6	7075
ETV7	2374
EVA1A	2745
EVA1B	1211
EVA1C	4353
EVC	7144
EVC2	5501
EVI2A	2071
EVI2B	2061
EVI5	8276
EVI5L	6252
EVL	10482
EVPL	7510
EVPLL	2040
EVX1	3358
EVX1-AS	1361
EVX2	4203
EWSAT1	3576
EWSR1	10326
EXD1	3661
EXD2	6263
EXD3	7575
EXO1	4137
EXO5	3092
EXOC1	5367
EXOC1L	863
EXOC2	4990
EXOC3	8165
EXOC3-AS1	1663
EXOC3L1	3045
EXOC3L2	2964
EXOC3L4	3480
EXOC4	9468
EXOC5	12472
EXOC6	6487
EXOC6B	10197
EXOC7	10116
EXOC8	5100
EXOG	5575
EXOSC1	3578
EXOSC10	5991
EXOSC10-AS1	536
EXOSC2	4240
EXOSC3	3023
EXOSC4	1386
EXOSC5	1368
EXOSC6	5163
EXOSC7	4429
EXOSC8	3389
EXOSC9	4711
EXPH5	10944
EXT1	8325
EXT2	11714
EXTL1	4542
EXTL2	4015
EXTL3	13046
EXTL3-AS1	4840
EYA1	9322
EYA2	3618
EYA3	6424
EYA4	8976
EYS	17071
EZH1	6988
EZH2	4522
EZHIP	1896
EZR	3298
EZR-AS1	362
F10	2371
F10-AS1	417
F11	3364
F11-AS1	3440
F11R	5061
F12	2769
F13A1	4690
F13B	2900
F2	2550
F2R	3972
F2RL1	2930
F2RL2	3408
F2RL3	3334
F3	2886
F5	9371
F7	3795
F8	10956
F8A1	1713
F8A2	1116
F8A3	1759
F9	3838
FA2H	3279
FAAH	2724
FAAH2	2019
FAAP100	5353
FAAP20	10916
FAAP24	2377
FABP1	2416
FABP12	613
FABP2	2226
FABP3	1398
FABP4	1369
FABP5	1904
FABP6	1164
FABP7	2487
FABP9	455
FADD	1841
FADS1	10228
FADS2	10553
FADS3	6294
FADS6	2858
FAF1	7549
FAF2	5924
FAH	7203
FAHD1	3039
FAHD2A	5678
FAHD2B	2662
FAIM	4072
FAIM2	6057
FALEC	566
FAM102A	6573
FAM102B	9350
FAM104A	3162
FAM104B	2499
FAM106A	9984
FAM106C	1623
FAM107A	5321
FAM107B	7019
FAM110A	2722
FAM110B	4943
FAM110C	4088
FAM110D	2799
FAM111A	7221
FAM111A-DT	3214
FAM111B	3865
FAM114A1	4871
FAM114A2	6523
FAM117A	3800
FAM117B	6205
FAM118A	6425
FAM118B	3534
FAM120A	7246
FAM120AOS	10144
FAM120B	6029
FAM120C	8799
FAM122A	5502
FAM122B	4404
FAM122C	7959
FAM124A	6702
FAM124B	3563
FAM126A	14499
FAM126B	12810
FAM131A	8925
FAM131B	6430
FAM131C	1720
FAM133A	3381
FAM133B	4496
FAM135A	10589
FAM135B	14064
FAM136A	3086
FAM138A	1219
FAM138B	1232
FAM138C	1312
FAM138D	1289
FAM138E	1219
FAM138F	1285
FAM13A	13215
FAM13A-AS1	9781
FAM13B	6808
FAM13C	6752
FAM149A	5218
FAM149B1	7520
FAM151A	2006
FAM151B	3109
FAM153A	8528
FAM153B	5332
FAM153CP	25699
FAM155A	9264
FAM155A-IT1	819
FAM155B	4013
FAM156A	6608
FAM156B	4456
FAM157C	7132
FAM160A1	11843
FAM160A1-DT	358
FAM160A2	4736
FAM160B1	6216
FAM160B2	8300
FAM161A	5258
FAM161B	5087
FAM162A	3793
FAM162B	1032
FAM163A	2909
FAM163B	1353
FAM166A	1801
FAM166B	1372
FAM166C	2504
FAM167A	5049
FAM167A-AS1	2227
FAM167B	947
FAM168A	7887
FAM168B	5435
FAM169A	6875
FAM169B	4233
FAM170A	1378
FAM170B	1401
FAM170B-AS1	2289
FAM171A1	4182
FAM171A2	3570
FAM171B	5731
FAM172A	5415
FAM174A	1347
FAM174B	4469
FAM174C	2096
FAM177A1	8385
FAM177B	2603
FAM178B	3533
FAM180A	2500
FAM180B	1388
FAM181A	2202
FAM181A-AS1	3706
FAM181B	3925
FAM182A	10282
FAM182B	6836
FAM183A	843
FAM184A	7712
FAM184B	6731
FAM185A	2729
FAM186A	8296
FAM186B	4756
FAM187A	3459
FAM187B	1184
FAM189A1	5545
FAM189A2	9552
FAM189B	4468
FAM192A	4347
FAM193A	6959
FAM193B	5825
FAM197Y6	2559
FAM197Y7	2544
FAM198B-AS1	5639
FAM199X	7624
FAM200A	2705
FAM200B	4817
FAM201A	3847
FAM204A	15023
FAM205A	4248
FAM205C	1357
FAM207A	1400
FAM209A	1147
FAM209B	694
FAM20A	6181
FAM20B	6046
FAM20C	5054
FAM210A	4681
FAM210B	3518
FAM214A	9832
FAM214B	6409
FAM215A	792
FAM215B	2183
FAM216A	2702
FAM216B	3308
FAM217A	3133
FAM217B	5373
FAM218A	2175
FAM219A	3782
FAM219B	5015
FAM220A	2393
FAM221A	7458
FAM221B	3941
FAM222A	3722
FAM222A-AS1	1068
FAM222B	5514
FAM223A	713
FAM223B	713
FAM224A	2031
FAM224B	2032
FAM225A	6131
FAM225B	7907
FAM226B	1490
FAM227A	10778
FAM227B	6018
FAM228A	2281
FAM228B	4927
FAM229A	2845
FAM229B	2551
FAM230A	3580
FAM230B	6393
FAM230C	2532
FAM230D	1859
FAM230E	2990
FAM230F	535
FAM230G	2256
FAM230H	6336
FAM230I	1578
FAM230J	4609
FAM234A	6132
FAM234B	6710
FAM236A	465
FAM236B	465
FAM236C	463
FAM236D	463
FAM237A	971
FAM237B	3877
FAM240A	1826
FAM240B	1376
FAM240C	674
FAM241A	8844
FAM241B	1350
FAM242A	2145
FAM242B	587
FAM242C	1124
FAM242D	759
FAM242E	778
FAM242F	1123
FAM243A	961
FAM243B	1708
FAM245A	2027
FAM245B	1274
FAM24A	687
FAM24B	1177
FAM25A	357
FAM25C	352
FAM25G	466
FAM27C	15135
FAM27E3	1593
FAM27E5	693
FAM30A	9884
FAM32A	1921
FAM3A	5098
FAM3B	3828
FAM3C	3395
FAM3D	1626
FAM3D-AS1	1812
FAM41AY1	906
FAM41AY2	906
FAM41C	1971
FAM43A	3155
FAM43B	2448
FAM47A	2559
FAM47B	2120
FAM47C	3270
FAM47E	9511
FAM49A	5448
FAM49B	9132
FAM50A	2552
FAM50B	1948
FAM53A	4239
FAM53B	6533
FAM53B-AS1	1760
FAM53C	7051
FAM66A	1222
FAM66B	7584
FAM66C	4716
FAM66D	7347
FAM66E	2841
FAM71A	2302
FAM71B	2515
FAM71C	1864
FAM71D	4502
FAM71E1	1661
FAM71E2	3274
FAM71F1	2521
FAM71F2	5875
FAM72A	3783
FAM72B	3033
FAM72C	2297
FAM72D	2423
FAM74A1	637
FAM74A7	727
FAM76A	4034
FAM76B	6031
FAM78A	5462
FAM78B	5343
FAM81A	5571
FAM81B	2473
FAM83A	6317
FAM83A-AS1	2528
FAM83B	6244
FAM83C	3169
FAM83C-AS1	352
FAM83D	2475
FAM83E	2529
FAM83F	16389
FAM83G	7836
FAM83H	6220
FAM85B	792
FAM86B1	4232
FAM86B2	1366
FAM86C1	2973
FAM87A	5090
FAM87B	1947
FAM89A	2402
FAM89B	1458
FAM8A1	4726
FAM90A1	2538
FAM90A26	2492
FAM91A1	7263
FAM92A	7423
FAM92B	1868
FAM98A	4919
FAM98B	6851
FAM98C	4598
FAM99A	2158
FAM99B	1067
FAM9A	1590
FAM9B	6889
FAM9C	5859
FAN1	16814
FANCA	9736
FANCB	3593
FANCC	12809
FANCD2	8378
FANCD2OS	1919
FANCE	2692
FANCF	2952
FANCG	3614
FANCI	7766
FANCL	2412
FANCM	8478
FANK1	3384
FANK1-AS1	428
FAP	6968
FAR1	7503
FAR1-IT1	368
FAR2	5411
FARP1	36232
FARP1-AS1	323
FARP2	14371
FARS2	4835
FARSA	2434
FARSA-AS1	241
FARSB	6761
FAS	5578
FASLG	1805
FASN	9321
FASTK	3805
FASTKD1	5692
FASTKD2	9759
FASTKD3	2857
FASTKD5	2842
FAT1	16167
FAT2	14537
FAT3	19280
FAT4	16439
FATE1	1072
FAU	1548
FAXC	11682
FAXDC2	6928
FBF1	6730
FBH1	6676
FBL	2138
FBLIM1	4351
FBLL1	1330
FBLN1	7285
FBLN2	4818
FBLN5	4973
FBLN7	6580
FBN1	16057
FBN2	13218
FBN3	9985
FBP1	1739
FBP2	1336
FBRS	7214
FBRSL1	9378
FBXL12	2913
FBXL13	4009
FBXL14	2703
FBXL15	2593
FBXL16	3968
FBXL17	8125
FBXL18	9753
FBXL19	4340
FBXL19-AS1	3951
FBXL2	7644
FBXL20	11053
FBXL22	3614
FBXL3	7076
FBXL4	8118
FBXL5	4701
FBXL6	3375
FBXL7	4870
FBXL8	3129
FBXO10	6028
FBXO11	7074
FBXO15	6223
FBXO16	3932
FBXO17	4792
FBXO2	3163
FBXO21	6949
FBXO22	11821
FBXO24	3329
FBXO25	11438
FBXO27	2790
FBXO28	6020
FBXO3	12446
FBXO3-DT	386
FBXO30	9051
FBXO31	6910
FBXO32	7395
FBXO33	3853
FBXO34	4017
FBXO36	3955
FBXO36-IT1	582
FBXO38	8722
FBXO39	2926
FBXO4	3014
FBXO40	5669
FBXO41	8011
FBXO42	9009
FBXO43	3976
FBXO44	3527
FBXO45	5976
FBXO46	3527
FBXO47	2303
FBXO48	5699
FBXO5	3856
FBXO6	1735
FBXO7	8521
FBXO8	2810
FBXO9	8164
FBXW10	4388
FBXW11	5577
FBXW12	3488
FBXW2	11267
FBXW4	5038
FBXW5	3294
FBXW7	10979
FBXW7-AS1	372
FBXW8	5209
FBXW9	2103
FCAMR	3541
FCAR	3327
FCER1A	1165
FCER1G	964
FCER2	2451
FCF1	4747
FCGBP	12961
FCGR1A	2998
FCGR1B	4234
FCGR2A	5314
FCGR2B	6651
FCGR3A	2958
FCGR3B	2813
FCGRT	4052
FCHO1	5694
FCHO2	6067
FCHSD1	6072
FCHSD2	5245
FCMR	3417
FCN1	7588
FCN2	1062
FCN3	2167
FCRL1	3950
FCRL2	5058
FCRL3	6450
FCRL4	3882
FCRL5	12414
FCRL6	2677
FCRLA	3275
FCRLB	2592
FCSK	7231
FDCSP	513
FDFT1	5197
FDPS	3718
FDX1	3144
FDX2	1371
FDXACB1	3551
FDXR	3599
FECH	8772
FEM1A	9540
FEM1B	7624
FEM1C	5697
FEN1	2198
FENDRR	6880
FER	13595
FER1L5	10475
FER1L6	6051
FER1L6-AS1	2315
FER1L6-AS2	4870
FERD3L	640
FERMT1	5359
FERMT2	8463
FERMT3	3066
FES	4202
FETUB	2024
FEV	2049
FEZ1	9324
FEZ2	8938
FEZF1	2942
FEZF1-AS1	3355
FEZF2	2228
FFAR1	2311
FFAR2	2149
FFAR3	1859
FFAR4	4060
FGA	3918
FGB	2708
FGD1	4343
FGD2	10166
FGD3	5818
FGD4	10629
FGD5	8099
FGD5-AS1	5162
FGD6	10044
FGF1	4980
FGF10	3011
FGF10-AS1	1894
FGF11	5080
FGF12	7355
FGF12-AS1	1080
FGF12-AS2	580
FGF12-AS3	291
FGF13	20737
FGF13-AS1	1145
FGF14	13759
FGF14-AS1	537
FGF14-AS2	1074
FGF14-IT1	2379
FGF16	1666
FGF17	3287
FGF18	1998
FGF19	1821
FGF2	6775
FGF20	1840
FGF21	1350
FGF22	2778
FGF23	4713
FGF3	1607
FGF4	3165
FGF5	5998
FGF6	1209
FGF7	6575
FGF8	1420
FGF9	4849
FGFBP1	1351
FGFBP2	1187
FGFBP3	2553
FGFR1	13842
FGFR1OP	15886
FGFR1OP2	5884
FGFR2	7578
FGFR3	4848
FGFR4	4810
FGFRL1	4342
FGG	3600
FGGY	12174
FGL1	3301
FGL2	4606
FGR	3382
FH	2142
FHAD1	12805
FHDC1	6593
FHIT	7472
FHL1	5862
FHL2	6626
FHL3	2004
FHL5	2135
FHOD1	5230
FHOD3	7965
FIBCD1	4056
FIBIN	2976
FIBP	3353
FICD	4175
FIG4	3592
FIGLA	722
FIGN	9942
FIGNL1	5034
FIGNL2	4973
FIGNL2-DT	427
FILIP1	8964
FILIP1L	5903
FILNC1	1918
FIP1L1	5639
FIRRE	12157
FIS1	1791
FITM1	1355
FITM2	4628
FIZ1	6785
FJX1	2406
FKBP10	4273
FKBP11	4957
FKBP14	5326
FKBP15	11017
FKBP1A	2577
FKBP1B	1677
FKBP1C	1579
FKBP2	1897
FKBP3	2263
FKBP4	5163
FKBP5	10628
FKBP6	4746
FKBP7	3080
FKBP8	2819
FKBP9	5169
FKBPL	1342
FKRP	5171
FKTN	8747
FLACC1	2635
FLAD1	4019
FLCN	9786
FLG	12747
FLG-AS1	14980
FLG2	9124
FLI1	8026
FLII	6308
FLJ45513	2100
FLNA	10585
FLNB	13952
FLNB-AS1	3709
FLNC	9280
FLNC-AS1	559
FLOT1	3185
FLOT2	3390
FLRT1	3949
FLRT2	34901
FLRT3	5191
FLT1	12565
FLT3	4159
FLT3LG	2846
FLT4	8852
FLVCR1	6422
FLVCR1-DT	4270
FLVCR2	4910
FLYWCH1	8419
FLYWCH2	1338
FMC1	1328
FMN1	20217
FMN2	9686
FMNL1	7479
FMNL2	6574
FMNL3	13415
FMO1	3602
FMO2	6201
FMO3	3439
FMO4	2542
FMO5	5984
FMOD	3034
FMR1	8919
FMR1-AS1	2387
FMR1-IT1	343
FMR1NB	1139
FN1	17216
FN3K	3831
FN3KRP	2944
FNBP1	6600
FNBP1L	5798
FNBP4	7619
FNDC1	6850
FNDC1-IT1	516
FNDC10	2124
FNDC11	3612
FNDC3A	7698
FNDC3B	13324
FNDC4	1937
FNDC5	3199
FNDC7	3090
FNDC8	1352
FNDC9	2243
FNIP1	7942
FNIP2	10981
FNTA	9396
FNTB	3773
FO393401.1	839
FO393408.1	582
FO393414.3	4479
FO393415.1	2261
FO393415.3	375
FO393418.1	510
FO393419.2	428
FO680682.1	345
FO681492.1	5526
FO704657.1	400
FOCAD	10036
FOCAD-AS1	423
FOLH1	5335
FOLR1	1584
FOLR2	1416
FOLR3	1396
FOPNL	2392
FOS	3186
FOSB	5553
FOSL1	1887
FOSL2	7162
FOXA1	4414
FOXA2	2603
FOXA3	2126
FOXB1	3606
FOXB2	1299
FOXC1	3983
FOXC2	2900
FOXC2-AS1	319
FOXCUT	2335
FOXD1	2863
FOXD1-AS1	424
FOXD2	4675
FOXD2-AS1	2509
FOXD3	2562
FOXD3-AS1	1208
FOXD4	1974
FOXD4L1	2491
FOXD4L3	2218
FOXD4L4	2230
FOXD4L5	3109
FOXD4L6	2034
FOXE1	3492
FOXE3	1768
FOXF1	3520
FOXF2	2451
FOXG1	4083
FOXG1-AS1	4522
FOXH1	2017
FOXI1	2321
FOXI2	3264
FOXI3	2841
FOXJ1	2587
FOXJ2	6297
FOXJ3	6896
FOXK1	13106
FOXK2	9986
FOXL1	3742
FOXL2	2914
FOXL2NB	5123
FOXM1	4899
FOXN1	3637
FOXN2	5482
FOXN3	11033
FOXN3-AS1	1077
FOXN3-AS2	1262
FOXN4	3536
FOXO1	6378
FOXO3	7670
FOXO3B	6188
FOXO4	3790
FOXO6	2398
FOXP1	36714
FOXP1-AS1	700
FOXP1-IT1	3539
FOXP2	16334
FOXP3	3212
FOXP4	6384
FOXP4-AS1	934
FOXQ1	2661
FOXR1	1228
FOXR2	2793
FOXRED1	5657
FOXRED2	5577
FOXS1	1302
FP236240.1	1052
FP236241.1	7778
FP236315.1	457
FP236315.3	307
FP236383.3	4395
FP236383.4	923
FP236383.5	923
FP325313.3	2229
FP325318.1	1263
FP325330.1	372
FP325330.2	5630
FP325330.3	9537
FP325332.1	2045
FP325335.1	2118
FP326651.1	980
FP475955.1	553
FP475955.2	458
FP475955.3	1612
FP565171.1	1535
FP565260.1	7589
FP565260.3	3357
FP565260.4	513
FP565260.5	479
FP565260.6	5411
FP671120.4	2498
FP671120.6	923
FP671120.7	923
FP700111.1	2502
FPGS	3931
FPGT	4180
FPR1	2594
FPR2	3625
FPR3	2779
FRA10AC1	8162
FRAS1	19207
FRAT1	2645
FRAT2	2233
FREM1	10762
FREM2	16275
FREM2-AS1	465
FREM3	6869
FRG1	1623
FRG1-DT	5436
FRG2	2103
FRG2B	2097
FRG2C	2078
FRGCA	422
FRK	13363
FRMD1	8801
FRMD3	6486
FRMD4A	14686
FRMD4B	11201
FRMD5	6692
FRMD6	9416
FRMD6-AS1	2229
FRMD6-AS2	917
FRMD7	3324
FRMD8	4069
FRMPD1	5913
FRMPD2	8617
FRMPD3	9158
FRMPD3-AS1	457
FRMPD4	9961
FRMPD4-AS1	285
FRRS1	3958
FRRS1L	15559
FRS2	7242
FRS3	2858
FRY	18852
FRY-AS1	1115
FRYL	18161
FRZB	2637
FSBP	7828
FSCB	3135
FSCN1	3699
FSCN2	2019
FSCN3	3121
FSD1	3113
FSD1L	9877
FSD2	6536
FSHB	1944
FSHR	3170
FSIP1	3463
FSIP2	23585
FSIP2-AS1	2382
FSIP2-AS2	1472
FST	2752
FSTL1	8467
FSTL3	3033
FSTL4	6711
FSTL5	5324
FTCD	3323
FTCD-AS1	500
FTCDNL1	2759
FTH1	2004
FTHL17	809
FTL	871
FTMT	952
FTO	21379
FTSJ1	2872
FTSJ3	5204
FTX	41346
FUBP1	5666
FUBP3	6603
FUCA1	2047
FUCA2	2822
FUNDC1	1257
FUNDC2	10094
FUOM	1270
FURIN	4732
FUS	10283
FUT1	4343
FUT10	5330
FUT11	4925
FUT2	3381
FUT3	3109
FUT4	6059
FUT5	1992
FUT6	4349
FUT7	2584
FUT8	6700
FUT8-AS1	1521
FUT9	13729
FUZ	2953
FXN	7859
FXR1	11874
FXR2	4357
FXYD1	1926
FXYD2	5608
FXYD3	3334
FXYD4	833
FXYD5	2991
FXYD6	4986
FXYD7	1795
FYB1	8853
FYB2	4648
FYCO1	8895
FYN	7411
FYTTD1	7897
FZD1	6894
FZD10	3282
FZD10-AS1	11498
FZD2	3779
FZD3	13786
FZD4	7387
FZD4-DT	1988
FZD5	7039
FZD6	4065
FZD7	3859
FZD8	4030
FZD9	2343
FZR1	6511
G0S2	876
G2E3	9319
G2E3-AS1	1669
G3BP1	12406
G3BP2	7183
G6PC	4365
G6PC2	3074
G6PC3	4551
G6PD	3586
GAA	5236
GAB1	10119
GAB2	6775
GAB3	5272
GAB4	4077
GABARAP	1951
GABARAPL1	4053
GABARAPL2	3010
GABBR1	8468
GABBR2	7343
GABPA	5429
GABPB1	5677
GABPB1-AS1	17179
GABPB1-IT1	5926
GABPB2	9189
GABRA1	8420
GABRA2	11930
GABRA3	4150
GABRA4	11305
GABRA5	3607
GABRA6	3596
GABRB1	2952
GABRB2	10002
GABRB3	13886
GABRD	5525
GABRE	9612
GABRG1	6758
GABRG2	22914
GABRG3	12689
GABRG3-AS1	2864
GABRP	4621
GABRQ	6468
GABRR1	3778
GABRR2	4974
GABRR3	5703
GACAT1	811
GACAT2	818
GACAT3	3755
GAD1	8242
GAD2	5890
GADD45A	1925
GADD45B	2138
GADD45G	1323
GADD45GIP1	1769
GADL1	7330
GAGE1	3237
GAGE10	538
GAGE12B	117
GAGE12C	527
GAGE12D	527
GAGE12E	520
GAGE12F	659
GAGE12G	527
GAGE12H	527
GAGE12J	541
GAGE13	530
GAGE2A	528
GAGE2E	403
GAK	15155
GAL	1300
GAL3ST1	3095
GAL3ST2	1452
GAL3ST3	3649
GAL3ST4	3264
GALC	6736
GALE	3955
GALK1	2416
GALK2	7343
GALM	2616
GALNS	8402
GALNT1	5126
GALNT10	10496
GALNT11	8288
GALNT12	3166
GALNT13	6641
GALNT14	4344
GALNT15	6401
GALNT16	11462
GALNT17	4895
GALNT18	3626
GALNT2	7712
GALNT3	4589
GALNT4	5385
GALNT5	10991
GALNT6	7347
GALNT7	6807
GALNT8	9592
GALNT9	7209
GALNTL5	3320
GALNTL6	9242
GALP	950
GALR1	10299
GALR2	1373
GALR3	1147
GALT	4407
GAMT	2403
GAN	4706
GANAB	5030
GANC	10954
GAP43	2087
GAPDH	2396
GAPDHS	1479
GAPLINC	1051
GAPT	3273
GAPVD1	13625
GAR1	1964
GAREM1	7966
GAREM2	5942
GARNL3	9695
GARS	3995
GARS-DT	30756
GART	7751
GAS1	3145
GAS1RR	4964
GAS2	4252
GAS2L1	4481
GAS2L2	3014
GAS2L3	7425
GAS5	4842
GAS5-AS1	814
GAS6	6015
GAS6-AS1	7169
GAS6-DT	2009
GAS7	10100
GAS8	5615
GAS8-AS1	994
GASAL1	3143
GASK1A	4442
GASK1B	7880
GAST	465
GATA1	1500
GATA2	4459
GATA2-AS1	2905
GATA3	3396
GATA3-AS1	2372
GATA4	4443
GATA5	2620
GATA6	3996
GATA6-AS1	3173
GATAD1	6337
GATAD2A	7296
GATAD2B	9244
GATB	11741
GATC	4416
GATD1	5510
GATD3A	7947
GATD3B	3094
GATM	6398
GAU1	1249
GBA	3648
GBA2	4803
GBE1	4651
GBF1	6641
GBGT1	4020
GBP1	4862
GBP2	7223
GBP3	4284
GBP4	6141
GBP5	8143
GBP6	2987
GBP7	2432
GBX1	1467
GBX2	2332
GC	2095
GCA	5323
GCAT	2104
GCC1	4966
GCC2	13282
GCC2-AS1	799
GCDH	4002
GCFC2	5462
GCG	2378
GCGR	3236
GCH1	2925
GCHFR	1481
GCK	5235
GCKR	3149
GCLC	8618
GCLM	5426
GCM1	2780
GCM2	2441
GCN1	9660
GCNA	3621
GCNT1	9251
GCNT2	9072
GCNT3	6476
GCNT4	6096
GCNT7	2064
GCOM1	10302
GCSAM	3750
GCSAML	4680
GCSAML-AS1	4179
GCSH	3677
GCSIR	4216
GDA	7904
GDAP1	4031
GDAP1L1	3385
GDAP2	10487
GDE1	4390
GDF1	2579
GDF10	2677
GDF11	8801
GDF15	2087
GDF2	3309
GDF3	1236
GDF5	2631
GDF5OS	1734
GDF6	3712
GDF7	9267
GDF9	3279
GDI1	5256
GDI2	3918
GDNF	4628
GDNF-AS1	10832
GDPD1	3913
GDPD2	2638
GDPD3	1572
GDPD4	3188
GDPD5	9905
GDPGP1	5778
GEM	2648
GEMIN2	2757
GEMIN4	5747
GEMIN5	5644
GEMIN6	4363
GEMIN7	1909
GEMIN7-AS1	3489
GEMIN8	2424
GEN1	11832
GET1	8639
GET3	1652
GET4	5390
GFAP	11229
GFER	2701
GFI1	5069
GFI1B	6104
GFM1	9032
GFM2	3971
GFOD1	10686
GFOD1-AS1	332
GFOD2	8592
GFPT1	8866
GFPT2	4721
GFRA1	9678
GFRA2	5777
GFRA3	1988
GFRA4	1517
GFRAL	1911
GFY	1876
GGA1	9119
GGA2	8231
GGA3	6640
GGACT	3477
GGCT	1594
GGCX	9101
GGH	2765
GGN	2445
GGNBP2	9705
GGPS1	3809
GGT1	5050
GGT2	2367
GGT5	6054
GGT6	3161
GGT7	2962
GGTLC1	1279
GGTLC2	1396
GGTLC3	968
GH1	1197
GH2	1156
GHDC	4019
GHET1	1906
GHITM	2382
GHR	6948
GHRH	570
GHRHR	3134
GHRL	2073
GHRLOS	3166
GHSR	3088
GID4	5095
GID8	4594
GIGYF1	6917
GIGYF2	13416
GIHCG	4058
GIMAP1	4797
GIMAP2	2097
GIMAP4	2099
GIMAP5	6031
GIMAP6	3913
GIMAP7	1214
GIMAP8	4185
GIMD1	1470
GIN1	4169
GINM1	2250
GINS1	4130
GINS2	3219
GINS3	5105
GINS4	5447
GIP	716
GIPC1	4440
GIPC2	3904
GIPC3	4423
GIPR	5069
